Date,A.N,ABBV.N,ABT.N,ACN.N,ADM.N,AEE.N,AES.N,AFL.N,AIG.N,AIZ.N,AJG.N,ALB.N,ALL.N,ALLE.N,AME.N,AMP.N,AMT.N,AON.N,AOS.N,APD.N,APH.N,APTV.N,ARE.N,ATO.N,AVB.N,AVY.N,AWK.N,AXP.N,AZO.N,BA.N,BAC.N,BALL.N,BAX.N,BBWI.N,BBY.N,BDX.N,BEN.N,BF.B.N,BG.N,BIO.N,BK.N,BLK.N,BMY.N,BR.N,BRK.B.N,BRO.N,BSX.N,BWA.N,BX.N,BXP.N,C.N,CAG.N,CAH.N,CAT.N,CB.N,CBRE.N,CCI.N,CCL.N,CE.N,CF.N,CHD.N,CL.N,CLX.N,CMA.N,CMG.N,CMI.N,CMS.N,CNC.N,CNP.N,COF.N,COP.N,COR.N,CPAY.N,CPB.N,CPT.N,CRL.N,CRM.N,CTRA.N,CVS.N,CVX.N,D.N,DAL.N,DE.N,DFS.N,DG.N,DGX.N,DHI.N,DHR.N,DIS.N,DLR.N,DOC.N,DOV.N,DPZ.N,DRI.N,DTE.N,DUK.N,DVA.N,DVN.N,ECL.N,ED.N,EFX.N,EG.N,EIX.N,EL.N,ELV.N,EMN.N,EMR.N,EOG.N,EPAM.N,EQR.N,EQT.N,ES.N,ESS.N,ETN.N,ETR.N,EW.N,EXR.N,F.N,FCX.N,FDS.N,FDX.N,FE.N,FICO.N,FIS.N,FMC.N,FRT.N,GD.N,GIS.N,GL.N,GLW.N,GM.N,GNRC.N,GPC.N,GPN.N,GS.N,GWW.N,HAL.N,HCA.N,HD.N,HES.N,HIG.N,HII.N,HLT.N,HPQ.N,HRL.N,HSY.N,HUM.N,HWM.N,IBM.N,ICE.N,IEX.N,IFF.N,IP.N,IPG.N,IQV.N,IRM.N,IT.N,ITW.N,IVZ.N,J.N,JBL.N,JNJ.N,JNPR.N,JPM.N,K.N,KEY.N,KIM.N,KMB.N,KMI.N,KMX.N,KO.N,KR.N,L.N,LDOS.N,LEN.N,LH.N,LHX.N,LLY.N,LMT.N,LOW.N,LUV.N,LVS.N,LYB.N,LYV.N,MA.N,MAA.N,MAS.N,MCD.N,MCK.N,MCO.N,MET.N,MGM.N,MHK.N,MKC.N,MLM.N,MMC.N,MMM.N,MO.N,MOH.N,MOS.N,MPC.N,MRK.N,MRO.N,MS.N,MSCI.N,MSI.N,MTB.N,MTD.N,NEE.N,NEM.N,NI.N,NKE.N,NOC.N,NOW.N,NRG.N,NSC.N,NUE.N,NVR.N,O.N,OKE.N,OMC.N,ORCL.N,OXY.N,PCG.N,PEG.N,PFE.N,PG.N,PGR.N,PH.N,PHM.N,PKG.N,PLD.N,PM.N,PNC.N,PNR.N,PNW.N,PPG.N,PPL.N,PRU.N,PSA.N,PSX.N,PWR.N,PXD.N,RCL.N,RF.N,RHI.N,RJF.N,RL.N,RMD.N,ROK.N,ROL.N,RSG.N,RTX.N,RVTY.N,SCHW.N,SHW.N,SJM.N,SLB.N,SNA.N,SO.N,SPG.N,SPGI.N,SRE.N,STT.N,STZ.N,SWK.N,SYK.N,SYY.N,T.N,TAP.N,TDG.N,TDY.N,TEL.N,TFC.N,TFX.N,TGT.N,TJX.N,TMO.N,TPR.N,TRGP.N,TRV.N,TSN.N,TT.N,TXT.N,TYL.N,UDR.N,UHS.N,UNH.N,UNP.N,UPS.N,URI.N,USB.N,V.N,VLO.N,VMC.N,VTR.N,VZ.N,WAB.N,WAT.N,WEC.N,WELL.N,WFC.N,WM.N,WMB.N,WMT.N,WRB.N,WST.N,WY.N,XOM.N,XYL.N,YUM.N,ZBH.N,ZTS.N,AAL.O,AAPL.O,ACGL.O,ADBE.O,ADI.O,ADP.O,ADSK.O,AKAM.O,ALGN.O,AMAT.O,AMGN.O,AMZN.O,ANSS.O,AXON.O,BIIB.O,BKNG.O,CDNS.O,CDW.O,CHRW.O,CHTR.O,CINF.O,CMCSA.O,CME.O,COST.O,CPRT.O,CSCO.O,CSGP.O,CTAS.O,CTSH.O,DLTR.O,DXCM.O,EA.O,EBAY.O,ENPH.O,EQIX.O,EXPE.O,FANG.O,FAST.O,FFIV.O,FITB.O,FSLR.O,FTNT.O,GEN.O,GILD.O,GOOGL.O,HAS.O,HBAN.O,HOLX.O,HSIC.O,IDXX.O,ILMN.O,INCY.O,INTC.O,INTU.O,ISRG.O,JBHT.O,JKHY.O,KLAC.O,LKQ.O,LRCX.O,LULU.O,MAR.O,MCHP.O,MDLZ.O,META.O,MKTX.O,MNST.O,MPWR.O,MSFT.O,MU.O,NDAQ.O,NDSN.O,NFLX.O,NTAP.O,NTRS.O,NVDA.O,NWS.O,NWSA.O,NXPI.O,ODFL.O,ON.O,ORLY.O,PAYX.O,PCAR.O,PODD.O,POOL.O,PTC.O,QCOM.O,REGN.O,ROST.O,SBAC.O,SBUX.O,SNPS.O,STLD.O,STX.O,SWKS.O,TECH.O,TRMB.O,TROW.O,TSCO.O,TSLA.O,TTWO.O,TXN.O,ULTA.O,VRSK.O,VRSN.O,VRTX.O,WDC.O,WYNN.O,ZBRA.O
2022-02-23,0,0,0,0,5.47183E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25869E-18,0,0,0,0,0,0,0,0,0,2.38863E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45012E-18,4.65106E-18,0,0,2.73083E-18,0,0,0,0,0,0,0.140360016,0,0,0,0,0,0,3.52027E-18,6.55604E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001144745,0,0,0,0,0,0,6.49674E-19,0,0,0.474649308,0,0,0,0,0,0,0,0,0,1.57887E-18,0,0,0,0,0,0,0,0,0,0.137985621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28699E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55754E-19,0,0,0,0,0,0,0,0,0,0,1.27648E-18,9.98652E-19,0,0.06516729,0,0,0,2.54156E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88457E-17,0.039746191,0,0,0,0,0,0,0,6.13929E-18,0,0,0,0,0,0,0,0,3.77438E-18,0,0.066844441,0,0,0,0,0,0,0,0,0,0,0,3.78624E-19,0,0,4.58838E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82843E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4768E-18,0,0,0,0,0,0,0,0,0,0.074102389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06133E-18,0,0,0,0,0,0,2.34543E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25261E-19,0,0,0,0,0,0,3.34578E-19,0,0,0,0,0,0,3.30343E-20,0,0,0,0,0,7.12355E-19,0,0,0,0,0,6.82709E-19,0,0,0
2022-02-24,0,0,0,0,3.55754E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67662E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96073E-18,0,0,0,0,0,0,3.52366E-19,0,0,0.126749119,0,0,0,0,0,0,0,3.18484E-19,1.28749E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033481885,0,0,0,0,0,0,3.87549E-20,0,0,0.478125595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33781E-19,0,0,2.75116E-18,0,0,0,0,0,0,0,0,0,0,0,1.52906E-17,0,0,0,1.12447E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65918E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35525E-19,0,0,0,0,3.82859E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080475422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18991E-17,0.086631021,0,0,0,0,0,0,0,0.070752897,0,0,0,0,0,0,0,0,0,0,0.016867829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06928E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069880853,0,0,0,0,1.60129E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47972E-19,0.022774148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00438E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03288E-19,0,0,0,0,0,0,2.23617E-19,0,0,0,0,0,0.01426123,0,0,0,0,0,3.21873E-19,0,0,0
2022-02-25,0,0,0,0,4.60786E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14996E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96088E-19,0,0,0,0,0,0,0,0,0,0,0.169750113,0,0,0,0,0,0,2.83248E-18,2.13598E-19,2.76472E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037558341,0,0,0,0,0,0,6.33581E-19,0,0,0.496369942,0,0,0,0,0,0,0,0,0,2.71051E-20,0,0,0,0,0,0,2.03288E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13152E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57109E-18,0,0.063420911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2417E-17,0.126471594,0,0,0,0,0,0,0,0.055000966,0,0,0,0,0,0,0,0,6.01928E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83298E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50182E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011084841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09098E-18,0,0,0,0,0,0,0.040343291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38813E-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-28,0,9.75782E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236776302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81604E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41812E-18,0,0,0,0,0,0,0,0,0,0,0.17945581,0,0,0,0,0,0,0,7.99599E-19,5.59719E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078923357,0,0,0,0,0,0,0,0,0,0.381312109,0,0,0,0,0,0,0,0,0,2.72406E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11508E-18,0,0,0,2.71051E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9414E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101E-20,0,0,0,0,0,0,0,0,0,0,0,8.1349E-18,0,0.043348227,0,0,0,1.3417E-18,0,0,3.18484E-18,0,0,8.80914E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55854E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32434E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04354E-17,0,0,0,0,0,0,0,1.00932E-17,2.92735E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26704E-19,0,0,4.89246E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022482434,0,0,0,0,0,0,0.044765356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49078E-19,0,0,0,0,0,0,0,0,0,0,1.02999E-18,0,0,0,0,0,0,0.012936406,0,0,0,0,0,4.06576E-20,3.25261E-19,0,0,0,0,0,0,0,0,0,0,0,2.57498E-19,0,0,0
2022-03-01,0,1.4569E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264624027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40388E-18,0,0,0,0,0,0,7.77576E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76183E-18,0,0,0,0,0,0,0,0,0,0,0.174694483,0,0,0,0,0,0,0,0,1.57175E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070188639,0,0,0,0,0,0,6.28498E-19,0,0,0.32219892,0,0,0,0,0,0,0,0,0,9.84252E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1669E-19,1.80096E-17,0,0,8.1078E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62919E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09236E-18,0,0,0.018940238,0,0,0,3.1696E-18,0,0,0.02686739,0,0,2.23278E-18,0,0,0,6.21722E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042041091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43895E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25616E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82859E-19,0,0,2.15655E-18,0,0,0,0,0,0,6.43576E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027543931,0,0,0,0,0,0,0.052901282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11589E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90413E-18,0,0,0,0,0,0,4.04035E-18,0,0,0,0,0,0,7.04731E-19,0,0,0,0,0,0,0,0,0,0,0,3.7964E-18,0,0,0
2022-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232310254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74338E-20,0,0,0.230960861,0,0,0,0,0,0,0,1.02322E-18,2.27886E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053463598,0,0,0,0,0,0,6.73844E-19,0,0,0.316929499,0,0,0,0,0,0,0,0,0,1.13164E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70792E-17,0,0,0,0,0,0,4.60603E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14519E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21206E-18,0,0,0,0,0,0,0,0,0,0,8.94089E-18,0,0,0.019511644,0,0,0,2.27005E-18,0,0,0.033996528,0,0,1.22272E-18,0,0,0,7.8904E-19,0,0,0,0,0,8.80914E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048427401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66885E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69894E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18206E-18,0,0,0,0,0,0,0,0,0,2.7406E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37946E-18,0,0,0,0,0,0,0.021636576,0,0,0,0,0,0,0.042763638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03587E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27457E-19,0,0,0,0,0,0,0,0,0,0,1.91768E-18,0,0,0,0,0,0,3.75688E-19,0,0,0,0,0,8.06375E-19,1.30782E-18,0,0,0,0,0,0,0,0,0,0,0,1.15496E-18,0,0,0
2022-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266258124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97378E-18,0,0,0,0,0,0,4.74338E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44322E-18,0,0,0,0,0,0,0,0,0,0,0.211898254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059745526,0,0,0,0,0,0,2.77827E-19,0,0,0.318816352,0,0,0,0,0,0,0,0,0,2.75116E-18,3.61852E-18,0,0,0,0,0,1.14519E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12486E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07743E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015612354,0,0,0,6.62719E-18,0,0,0.036749028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029218776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64952E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04085E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019479012,0,0,0,0,0,0,0.042222574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82959E-19,0,0,0,0,0,0,0,0,0,0,4.10642E-18,0,0,0,0,0,0,0,0,0,0,0,0,1.15874E-18,2.19551E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325118612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30393E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48011E-18,0,0,0,0,0,0,0,1.16552E-18,0,0,0.155415208,0,0,0,0,0,0,0,0,1.04761E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007020971,0,0,0,0,0,0,1.82959E-18,0,0,0.266473637,0,0,0,0,0,0,0,0,0,1.23328E-18,4.5672E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56808E-18,0,0,0,0,0,0,2.20906E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06576E-19,0,0,0,0,7.72494E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48099E-18,0,0,0,0,0,0,2.58853E-18,0,0,0.077123055,0,0,0,0,0,0,3.52366E-18,0,0,0,0,0,0.124042473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7676E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84585E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93023E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55654E-19,0,0,0,0,0,0,0.016776052,0,0,0,0,0,0,0.02802999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45389E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48677E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52366E-18,1.27394E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07,0,1.0842E-19,0,0,6.77626E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288808554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153335155,0,0,0,0,0,0,0,2.84603E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015572562,0,0,0,0,0,0,0,0,0,0.271949507,0,0,0,0,0,0,0,0,0,0,1.19262E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101E-20,7.58942E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13152E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04731E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09864E-18,0,0,0,0,0,0,0.117296692,0,0,1.95156E-18,0,0,0,0,0,0,0,0,0,0.15303753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47233E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60497E-18,0,0,0,0,0,0,0,3.60497E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75405E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13152E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60462E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6263E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43945E-19,0,0,0,0,0,1.35525E-19,0,0,0,0,0,0,0,0,0,0,0,0,2.71051E-20,0,0,0
2022-03-08,0,3.40846E-18,0,0,3.93362E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253128453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21572E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70762E-18,0,0,0,0,0,0,0,0,0,0,0.129915808,0,0,0,0,0,0,0,3.65918E-19,3.79877E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011033166,0,0,0,0,0,0,0,0,0,0.325065335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64074E-19,0,0,0,0,0,0,0,0,0,0,2.84603E-19,0,0,0,1.18585E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20617E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81215E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69206E-19,0,0,0.097545776,0,0,1.55854E-18,0,0,0,4.06576E-20,0,0,0,0,0,0.183311463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10487E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02121E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98821E-18,0,0,0,0,0,0,0,6.76271E-18,4.37747E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21973E-19,0,0,0,0,0,0,0,0,0,1.57209E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25261E-19,0,0,0,0,0,0,0,0,0,0,0,0,2.84603E-19,3.79471E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09,0,2.77827E-19,0,0,9.58841E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117315908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1349E-18,0,0,0,0,0,0,0,0,0,0,0.221858981,0,0,0,0,0,0,0,0,0.024753748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026576307,0,0,0,0,0,0,0,0,0,0.393475996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18585E-19,0,0,0,0,0,0,0,0,0,0,9.82558E-20,0,0,0,0,0,0,0,3.69306E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38913E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89735E-19,0,0,0,0,0,0,0,0,0,0,7.94856E-18,0,0,0,0,0,0,0,0,0,0.076540574,0,0,7.96211E-19,0,0,0,7.96211E-19,0,0,0,0,0,0.120859047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00239E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07776E-17,0,0,0,0,0,0,0,0,1.22244E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3077E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48677E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7671E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72394E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32037E-19,0,0,0,0,0,0,0,0,0,0,0.018619439,0,0,0,0,0,0,2.08844E-17,0,0,0,0,0,0,1.14519E-18,0,0,0,0,0,0,0,0,0,0,0,3.11708E-19,0,0,0
