Date,A.N,ABBV.N,ABT.N,ACN.N,ADM.N,AEE.N,AES.N,AFL.N,AIG.N,AIZ.N,AJG.N,ALB.N,ALL.N,ALLE.N,AME.N,AMP.N,AMT.N,AON.N,AOS.N,APD.N,APH.N,APTV.N,ARE.N,ATO.N,AVB.N,AVY.N,AWK.N,AXP.N,AZO.N,BA.N,BAC.N,BALL.N,BAX.N,BBWI.N,BBY.N,BDX.N,BEN.N,BF.B.N,BG.N,BIO.N,BK.N,BLK.N,BMY.N,BR.N,BRK.B.N,BRO.N,BSX.N,BWA.N,BX.N,BXP.N,C.N,CAG.N,CAH.N,CAT.N,CB.N,CBRE.N,CCI.N,CCL.N,CE.N,CF.N,CHD.N,CL.N,CLX.N,CMA.N,CMG.N,CMI.N,CMS.N,CNC.N,CNP.N,COF.N,COP.N,COR.N,CPAY.N,CPB.N,CPT.N,CRL.N,CRM.N,CTRA.N,CVS.N,CVX.N,D.N,DAL.N,DE.N,DFS.N,DG.N,DGX.N,DHI.N,DHR.N,DIS.N,DLR.N,DOC.N,DOV.N,DPZ.N,DRI.N,DTE.N,DUK.N,DVA.N,DVN.N,ECL.N,ED.N,EFX.N,EG.N,EIX.N,EL.N,ELV.N,EMN.N,EMR.N,EOG.N,EPAM.N,EQR.N,EQT.N,ES.N,ESS.N,ETN.N,ETR.N,EW.N,EXR.N,F.N,FCX.N,FDS.N,FDX.N,FE.N,FICO.N,FIS.N,FMC.N,FRT.N,GD.N,GIS.N,GL.N,GLW.N,GM.N,GNRC.N,GPC.N,GPN.N,GS.N,GWW.N,HAL.N,HCA.N,HD.N,HES.N,HIG.N,HII.N,HLT.N,HPQ.N,HRL.N,HSY.N,HUM.N,HWM.N,IBM.N,ICE.N,IEX.N,IFF.N,IP.N,IPG.N,IQV.N,IRM.N,IT.N,ITW.N,IVZ.N,J.N,JBL.N,JNJ.N,JNPR.N,JPM.N,K.N,KEY.N,KIM.N,KMB.N,KMI.N,KMX.N,KO.N,KR.N,L.N,LDOS.N,LEN.N,LH.N,LHX.N,LLY.N,LMT.N,LOW.N,LUV.N,LVS.N,LYB.N,LYV.N,MA.N,MAA.N,MAS.N,MCD.N,MCK.N,MCO.N,MET.N,MGM.N,MHK.N,MKC.N,MLM.N,MMC.N,MMM.N,MO.N,MOH.N,MOS.N,MPC.N,MRK.N,MRO.N,MS.N,MSCI.N,MSI.N,MTB.N,MTD.N,NEE.N,NEM.N,NI.N,NKE.N,NOC.N,NOW.N,NRG.N,NSC.N,NUE.N,NVR.N,O.N,OKE.N,OMC.N,ORCL.N,OXY.N,PCG.N,PEG.N,PFE.N,PG.N,PGR.N,PH.N,PHM.N,PKG.N,PLD.N,PM.N,PNC.N,PNR.N,PNW.N,PPG.N,PPL.N,PRU.N,PSA.N,PSX.N,PWR.N,PXD.N,RCL.N,RF.N,RHI.N,RJF.N,RL.N,RMD.N,ROK.N,ROL.N,RSG.N,RTX.N,RVTY.N,SCHW.N,SHW.N,SJM.N,SLB.N,SNA.N,SO.N,SPG.N,SPGI.N,SRE.N,STT.N,STZ.N,SWK.N,SYK.N,SYY.N,T.N,TAP.N,TDG.N,TDY.N,TEL.N,TFC.N,TFX.N,TGT.N,TJX.N,TMO.N,TPR.N,TRGP.N,TRV.N,TSN.N,TT.N,TXT.N,TYL.N,UDR.N,UHS.N,UNH.N,UNP.N,UPS.N,URI.N,USB.N,V.N,VLO.N,VMC.N,VTR.N,VZ.N,WAB.N,WAT.N,WEC.N,WELL.N,WFC.N,WM.N,WMB.N,WMT.N,WRB.N,WST.N,WY.N,XOM.N,XYL.N,YUM.N,ZBH.N,ZTS.N,AAL.O,AAPL.O,ACGL.O,ADBE.O,ADI.O,ADP.O,ADSK.O,AKAM.O,ALGN.O,AMAT.O,AMGN.O,AMZN.O,ANSS.O,AXON.O,BIIB.O,BKNG.O,CDNS.O,CDW.O,CHRW.O,CHTR.O,CINF.O,CMCSA.O,CME.O,COST.O,CPRT.O,CSCO.O,CSGP.O,CTAS.O,CTSH.O,DLTR.O,DXCM.O,EA.O,EBAY.O,ENPH.O,EQIX.O,EXPE.O,FANG.O,FAST.O,FFIV.O,FITB.O,FSLR.O,FTNT.O,GEN.O,GILD.O,GOOGL.O,HAS.O,HBAN.O,HOLX.O,HSIC.O,IDXX.O,ILMN.O,INCY.O,INTC.O,INTU.O,ISRG.O,JBHT.O,JKHY.O,KLAC.O,LKQ.O,LRCX.O,LULU.O,MAR.O,MCHP.O,MDLZ.O,META.O,MKTX.O,MNST.O,MPWR.O,MSFT.O,MU.O,NDAQ.O,NDSN.O,NFLX.O,NTAP.O,NTRS.O,NVDA.O,NWS.O,NWSA.O,NXPI.O,ODFL.O,ON.O,ORLY.O,PAYX.O,PCAR.O,PODD.O,POOL.O,PTC.O,QCOM.O,REGN.O,ROST.O,SBAC.O,SBUX.O,SNPS.O,STLD.O,STX.O,SWKS.O,TECH.O,TRMB.O,TROW.O,TSCO.O,TSLA.O,TTWO.O,TXN.O,ULTA.O,VRSK.O,VRSN.O,VRTX.O,WDC.O,WYNN.O,ZBRA.O
2020-12-28,0,0,0,0,0,0,2.24266E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46656E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98151E-18,7.91215E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57209E-18,0,1.41873E-17,0,0,0,0,0,0,0,0,7.86047E-19,0,0.104074063,0,0,0,0,0,3.53721E-18,0,0,0,0,1.19262E-18,0,0,0,0,1.35525E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14996E-19,0,0,0,0,0,0,0,0.031103826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26661E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101E-19,0,0,0,0,0,0,0,0,0,0,5.38004E-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166345045,0,0,0,0,0,0,1.8838E-18,0,0,0,0,0,0,0.058734901,6.60137E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074471285,0,3.79471E-19,0,0,0,0,0.161876028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32052012,8.80914E-19,1.07065E-18,0,0,1.00289E-18,0,0,0,0,0,0,0.082874732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-29,0,0,0,0,0,0,0,0,0,0,0,3.59142E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19876E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64074E-19,0,0,0,0,0,0,0,0,0,2.6834E-18,0,0,0,0,0,0,0,0,0,0,0,1.32137E-19,0,0,0,0,0,0,0,0,0,0,0,7.45389E-19,8.88961E-19,0,0,0,0,0,0,0,0,0,0,0,0,0.111925076,0,0,0,0,0,9.74088E-19,0,0,0,0,4.81115E-19,0,0,0,0,0,0,0,0,0,2.35475E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21572E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032473636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14534515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049644398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31748E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080453682,0,1.0842E-19,0,0,0,0,0.164468106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341364826,8.80914E-19,4.06576E-19,0,0,0,0,0,0,0,0,0,0.074325126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52743E-18
2020-12-30,0,0,0,0,0,0,1.04133E-19,0,0,0,0,3.53292E-18,0,0,0,0,0,0,0,0,0,0.001875595,0,0,0,0,0,0,0,0,0,0,0,3.04164E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9038E-19,0,1.76432E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55664E-18,0,4.40028E-18,0,0,0,0,0,0,0,0,0,0,0.124681869,0,0,0,0,0,2.32336E-18,0,0,0,0,7.88536E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76928E-19,0,0,0,0,0,0,0,0.048357644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00877E-20,0,0,0,0,0,0,0,0,0,0,0,0,1.04133E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141907147,0,0,0,0,0,0,2.41823E-18,0,0,0,0,0,0,0.050276444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03587E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079743959,0,0,0,0,0,0,0.175769068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80008E-18,0,2.62064E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315843071,3.44691E-19,4.3617E-19,0,0,0,0,0,0,0,0,0,0.061545203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-31,0,0,0,0,0,0,4.87891E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99439E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11434E-18,0,0,0,0,0,3.28289E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87891E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04731E-19,0.222752395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71051E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101E-20,0,7.41787E-20,0,0,0,0,0,0,0,0,4.33681E-18,5.47522E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061512029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02797E-21,1.13841E-18,0,0,0,0,0,0,0,0,0,9.21572E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51652E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0453E-18,0,0,0,0,0.171438204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057136772,0,0,0,0,0,0,0.17812197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33681E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78792E-18,0,0,0,0,0,0,0.193157084,0,0,0,0,0,0,0,0,0,0.115881546,0,0,0,0,0,1.6263E-18,0,0,0,0,1.6263E-19,0
2021-01-04,0,0,0,0,0,0,5.42101E-20,0,0,0,0,1.33086E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59494E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1926E-18,0,0,0,0,0,6.16614E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43919E-19,0,0,0,0,4.6076E-19,0,0,0,0,0,0,0,0,4.87891E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35525E-18,0,0,0,0,0,0,0,0,0,2.00577E-18,0.224918413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02999E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71051E-19,0,0,0,0,0,0,0,6.34258E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022163457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08367E-18,0,1.6263E-19,0,0,0,0,0,0,0,0,0,0,9.48414E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58462E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178209019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066834063,0,0,0,0,0,0,0.191782704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17261E-18,0,0,0,0,0,0,0,4.06576E-18,0,0,0,0,0,0,0,0,0,0,7.31495E-18,0,0,0,0,0,0,0.183836398,0,0,0,0,0,0,0,0,0,0.132255945,0,0,0,0,0,2.05998E-18,0,0,0,0,0,0
2021-01-05,0,0,0,0,0,0,0,0,0,0,0,4.26269E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3671E-18,0,0,0,0,4.41304E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50571E-20,0,0,0,0,0,3.18045E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21283E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49527E-18,0,0,0,0,0,0,0,0,0,0,0,0,0.238375669,0,0,0,0,0,0,0,0,0,0,1.93801E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25345E-19,0,0,0,0,0,0,0,0,0,3.86161E-18,0,0,0,0,0,0,2.09625E-19,0,0,0,0,0,0,0,0,0,0,0,0.021972635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40507E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23794E-18,1.21039E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35566E-18,0,0,0,0,0,0,0,0,0,0,0,4.96233E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42409E-19,0,0,0,0,0.176412149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076930261,0,9.56724E-19,0,0,0,0,0.188108605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2375E-18,0,0,0,0,0,0,0,2.94725E-18,0,0,0,0,0,0,0,0,0,0,1.20912E-18,0,0,0,0,0,0,0.178838214,0,0,0,0,0,0,0,0,0,0.119362467,0,0,0,0,0,5.14276E-18,0,0,0,0,0,0
2021-01-06,0,0,0,0,0,0,4.56974E-19,0,0,0,0,0.006414788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56959E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47003E-18,0,0,0,0,0,1.21846E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15748E-19,1.05786E-17,4.59515E-19,0,0,0,0,2.54957E-19,0,0,0,0,1.7703E-19,0,0,0,2.79521E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30997E-18,0,0.020328596,0,0,0,0,0,0,0,0,0,2.47715E-18,0.226640928,0,0,0,0,0,0,0,0,0,0,4.87637E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47233E-19,0,0,0,0,0,0,0,0,0,0,0,1.68433E-18,0,0,0,0,0,0,2.59997E-18,0,0,0,0,0,0,0,0,0,0,0,0.096524427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02067E-18,0,0,0,0,0,0,0,0,0,5.25584E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02603E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63004E-18,0,0,0,0,0.144498601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053483522,0,0,0,0,0,0,0.188715785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38517E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1669E-19,0,0,0,0,0,0,0.122494393,0,0,0,0,0,0,0,0,0,0.140898959,0,0,0,0,0,2.60886E-18,0,0,0,0,0,0
2021-01-07,0,0,0,0,0,0,0,0,0,0,0,0.008754924,0,0,0,0,0,0,0,0,0,3.81901E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06616E-18,0,0,0,0,0,2.52828E-18,0,0,0,0,0,2.64444E-18,0,0,0,0,0,0,0,0,0,0,0,7.18284E-19,5.14392E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1075E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006306615,0,0,0,0,0,0,0,0,0,0,0.202497814,0,0,0,0,0,0,0,0,0,0,0.011896782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23366E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77708E-18,0,0,0,0,0,0,0,0,2.91888E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163461002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98055E-19,1.3094E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2506E-19,0,0,0,0,0,0,0,0,0,0,0,2.13187E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38602E-18,0,0,0,0,0.126011822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035325883,0,7.961E-19,0,0,0,0,0.183418608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59943E-18,0,0,0,0,0,0,0,2.53152E-19,0,0,0,0,0,0,0,0,0,0,1.97432E-18,0,0,0,0,0,0,0.121465822,0,0,0,0,0,0,0,0,0,0.140860727,0,0,0,0,0,0,0,0,0,0,3.18654E-18,0
2021-01-08,0,0,0,0,0,0,1.51958E-18,0,0,0,0,0.002765296,0,0,0,0,0,0,0,0,0,3.9963E-18,0,0,0,0,0,0,0,0,0,0,0,8.31278E-18,0,0,0,0,4.5689E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47183E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94178E-18,0,0,0,0,0,1.42132E-18,0,0,0,0,0,0,0,0,2.28699E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13929E-18,0,6.86097E-19,0,0,0,0,0,0,0,0,0,0,0.203643088,0,0,0,0,0,0,0,0,0,0,0.009145174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30343E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18754E-18,0,0,0,0,0,0,0,0,0,2.94429E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16966877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04657E-17,0,0,5.33631E-20,0,0,0,0,0,0,0,0,0,1.14011E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842E-19,0,0,0,0,0,0,0,0,0,0,5.34817E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03546E-18,0,0,0,0,0.131430803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037350558,0,0,0,0,0,0,0.177466992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35055E-18,0,0,0,0,0,0,0,0,0,0,0,1.20787E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12458626,0,0,0,0,0,0,0,0,0,0.143943059,0,0,0,0,0,1.6551E-18,0,0,0,0,0,0
2021-01-11,0,0,0,0,0,0,0,0,0,0,0,0.018799416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87144E-19,0,0,0,0,0,4.63001E-18,0,0,0,0,0,0,0,0,0,0,0,9.48677E-20,1.07743E-18,9.00565E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20128E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015629483,0,0,0,0,0,0,0,0,0,0,0.206806165,0,0,0,0,0,0,0,0,0,0,0.001763594,0,0,0,0,2.38524E-18,0,0,0,0,0,0,0,0,0,0,1.13841E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74338E-20,0,1.70847E-18,0,0,0,0,0,0,0,0,1.74489E-18,0,0,0,0,0,0,0,3.10183E-18,0,0,0,0,0,0,0,0,0,0,0,0.140409089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02796E-17,0,0,0,7.05578E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55465E-18,4.17079E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126823939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042529208,0,0,0,0,0,0,0.188866901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74427E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108187804,0,0,0,0,0,0,0,0,0,0.150184401,0,0,0,0,0,0,0,0,0,0,4.39441E-18,0
2021-01-12,0,0,0,0,0,0,0,0,0,0,0,0.025462005,0,0,0,0,0,0,0,0,0,7.50471E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84468E-18,0,0,0,0,0,0,0,0,0,0,0,1.62884E-18,0,4.51299E-18,0,0,0,0,1.99053E-19,0,0,0,0,2.97901E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51449E-18,0,0.02711822,0,0,0,0,0,0,0,0,0,0,0.189924812,0,0,0,0,0,0,0,0,0,0,0.017385128,0,0,0,0,2.73253E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52539E-19,8.09869E-19,0,0,0,0,0,0,0,5.10507E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150203808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72394E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69934E-18,0,0,0,3.3966E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77888E-18,8.11458E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126325543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040932455,0,0,0,0,0,0,0.188834299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086351465,0,0,0,0,0,0,0,0,0,0.147462266,0,0,0,0,0,0,0,0,0,0,4.27302E-19,0
