Date,TSLA.O,TGT.N,BMY.N,SWKS.O,LRCX.O,NVDA.O,DXCM.O,PODD.O,GNRC.N,AAPL.O,KR.N,STT.N,JBL.N,ALGN.O,CVS.N,FTNT.O,ABBV.N,LKQ.O,URI.N,VRTX.O,KLAC.O,AMGN.O,TYL.N,STX.O,ANSS.O,ROK.N,CHTR.O,DVA.N,BIIB.O,SYY.N,AMAT.O,HUM.N,BF.B.N,REGN.O,PHM.N,NXPI.O,A.N,HWM.N,LULU.O,ZBRA.O,PPL.N,CDW.O,CNC.N,LLY.N,QCOM.O,RMD.N,ALLE.N,JPM.N,MPWR.O,DPZ.N
2014-01-03,-0.003597601598933964,0.004906616017727128,0.011096231107709853,0.01167883211678844,-0.00018535681186293562,-0.011979823455233296,0.0014388489208632116,0.02902595590287471,0.008171966601527858,-0.021965903133079,-0.0045824847250509615,0.02104975396391473,0.01058201058201047,0.0036867977528090012,0.0021306818181816567,0.013144058885383725,0.006156213928434129,-0.004320987654320985,0.008759314943129759,-0.005146959230664994,0.0014200063111391437,-0.01144263569238746,0.009872642906506135,0.025446670276123573,-0.004766887571212797,0.012459185427049269,-0.010277911765797065,-0.004785427601111447,-0.010451967324225042,0.003619153674832898,-0.002279202279202197,-0.010501750291715295,0.0037508372404555512,-0.010342692741906023,-0.0019920318725099584,-0.008196721311475419,0.012631204412026253,0.003798670465337217,0.003242874210616087,0.0075216246709288725,-0.0010118043844855595,-0.00042771599657820403,-0.00203252032520318,0.007293514685590363,-0.005864702673213262,0.011904761904761862,0.00710194730813285,0.007730630475863087,0.007052600646488383,0.0005802146794315899
2014-01-06,-0.017116876170098938,-0.006772720113403685,-0.003973509933774877,-0.0032467532467532756,-0.012791991101223532,0.013401403956605051,0.005890804597701305,0.0002712232167074724,-0.017444933920704897,0.005453066656807781,-0.008695652173913104,-0.00013386880856769423,-0.013961605584642323,0.04775231764911658,-0.017576187101346452,-0.0015568240788791377,-0.03652007648183553,-0.018598884066955867,0.0027216174183515296,0.02791014295439065,-0.017488577280605044,-0.008648554206342252,-0.005474630951217141,0.002287926786342931,-0.006775700934579465,-0.011117711957905452,0.012221639049261324,0.005118659841786943,-0.008759913482335846,-0.001386962552010984,-0.012564249000571293,-0.009827044025157217,-0.008674763112238137,-0.01063477460901563,-0.009980039920159611,-0.010101010101010166,-0.004919184820801115,-0.0037842951750237663,-0.01701258931609395,-0.0033594624860022737,0.004388926401080351,0.016260162601625883,-0.004412763068567638,0.008414872798434336,-0.0026066675812868034,-0.009197860962566806,-0.006369426751592355,0.005796113194681318,-0.015173621243069868,0.0017396346767177828
2014-01-07,0.016054421768707527,-0.0023786869647954845,-0.001519756838905706,0.005790807093738692,0.012394366197183038,0.016372795969773257,0.013283816597628784,0.0035249457700650133,0.004304160688665792,-0.007156251723567264,0.006191950464396356,0.007363770250368162,-0.01946902654867244,0.024415692821369017,0.005194055691819299,0.030665280665280736,0.001984520738241846,0.010423246999368141,0.005299211580716001,-0.013377483443708704,-0.0004810776138550743,0.025995770179767286,0.006487761722205887,0.032484635645302795,0.006586685485768129,0.004462753175420664,0.022814814814814843,0.006172839506172867,-0.005282394443030358,0.013333333333333197,0.0046269519953732186,-0.0020841603811037057,0.006596661281637051,0.019387413523766828,-0.015120967741935498,-0.003478664192949843,0.014300847457627164,0.0009496676163343043,0.008653513326410511,0.010299625468164875,0.005714285714285783,0.00968421052631574,0.026082509376065488,-0.006598098195226165,0.007427785419532151,0.02353195164075994,0.004349816849816834,-0.0115254237288136,0.004148148148148234,0.008248914616497904
2014-01-08,0.012854847348687581,-0.003497059291050708,0.016362252663622456,0.004677941705649502,0.005008347245408995,0.013630731102850069,0.00028192839018892357,-0.0037827614158335576,-0.018035714285714266,0.006337522857209121,-0.0012820512820511665,-0.002525252525252486,0.026474127557159832,-0.01030759828885719,0.00143533802210416,0.0005042864346949116,-0.002574767280649648,0.009377930603313489,0.012856775520699415,0.009934219358303187,-0.0004813091609177089,-0.004723868418792465,-0.008887586678386517,0.014115646258503478,-0.003505491937368488,-0.004870129870129913,-0.014411935110081209,0.0036809815950920033,0.06029778716169898,-0.013432017543859476,0.0028785261945885043,-0.011437095972153033,-0.009228300120369126,-0.002088863348201575,0.0122824974411464,0.02001396323016058,0.01636205395996515,0.0275142314990513,-0.004461221688400796,-0.0007414272474514094,-0.009024064171123114,0.0,0.020767569363681737,-0.0015628052353975352,0.006007646095030239,0.00801518666947909,0.00022794620469590576,0.009430727023319596,0.011507819415756959,0.0015788718243145983
2014-01-09,-0.024788471708090953,0.010368479821343257,0.030138524897042274,-0.007163323782235054,0.00036913990402376307,-0.037286063569682115,0.03269447576099216,-0.016273393002440906,-0.0036370249136207233,-0.012771869134802993,0.010526315789473495,0.003997335109926725,0.0023446658851116187,-0.006421867281409366,0.002149921169557256,-0.018649193548387122,0.01707704527402698,-0.0077423350882626085,-0.0066006600660065695,0.014488900704506147,0.0030497592295346543,0.02597514670348633,0.005616870319274714,-0.027167533120912357,-0.009029080675422074,-0.0003434360779599466,-0.0005878462781983007,0.003056234718826545,-0.0008965208096272104,-0.001667129758266217,-0.0011481056257177658,-0.004124748490945795,0.008234341252699728,-0.021499085923217587,0.0005055611729019027,-0.017567875884097583,0.00034252440486381985,-0.012927054478301114,-0.011547742157876573,0.004637358560563909,0.001686340640809414,0.021684737281067568,0.004557291666666741,0.011152416356877248,0.0031216069489683473,0.0006277463904582614,0.005697356426618061,-0.001868523866145777,-0.016627771295215865,0.0071653768988249045
2014-01-10,-0.012269368941910108,-0.011367224502684015,0.020897692167908488,0.0010822510822510178,0.012546125461254665,-0.0012698412698411987,0.011189956331877582,-0.0005514199062587322,0.0010950903449535865,-0.006670779599604049,0.002540650406504197,-0.006237558062375581,-0.004678362573099504,0.006131919124958474,-0.005863844393592665,0.0046224961479197635,-0.006247559547051917,0.015293383270911454,0.011372348581650815,0.024764150943396235,0.018082893262922006,-0.007570022710068125,0.005879470847623747,0.006550594725047487,0.0030765589871020182,0.004552091385381596,0.003014484229100667,-0.013711151736745975,0.032993960310612636,0.011967715001391488,0.004022988505747227,-0.020507121931508276,0.0068282233230687606,0.025259696584709612,0.01869631126831739,-0.0013934045517882687,0.008902585173771627,-0.05425631431244149,0.03923278116826512,0.0022156573116691725,0.019865319865319808,0.015510204081632617,-0.02414128321451725,0.004837461300309487,-0.0005411987552427222,-0.0008364700961940308,0.03625651484251069,-0.004594962559564264,-0.001779887273806069,0.013232783153101835
2014-01-13,-0.04378194055856466,-0.017885659533695253,-0.013527945888216375,0.024864864864864833,-0.0054664723032070706,-0.023521932612841745,0.005398110661268607,-0.00993103448275856,-0.012215132178669097,0.005235110894284523,-0.02154080081094778,-0.02604166666666652,-0.02526439482961218,-0.033272936913193885,-0.013810962451445974,0.004089979550102374,-0.021021611001964646,-0.008300030740854725,-0.026152874289324113,-0.014959723820483162,-0.02059100911662992,-0.013475718281210192,-0.020457866536775504,0.002568933036478871,-0.016161377845935965,-0.01615937072503415,-0.01612666764404036,-0.0041705282669137755,-0.052253516421101875,-0.002200220022002153,-0.008586147681740042,-0.009591584158415767,0.04015957446808516,-0.02077410890006559,-0.037698412698412787,-0.0013953488372093759,0.0,-0.0009891196834816984,-0.16610738255033553,-0.011422254974207902,-0.0049521294156487095,-0.007636655948553006,0.0056450273949859575,0.0026959368380512494,-0.008799241911466193,-0.019882796149016335,0.02864640279903785,-0.013506582321764382,-0.017236255572065318,-0.0036511725881195334
2014-01-14,0.15738481412372618,0.0034146341463414664,0.00469144713099956,0.016877637130801704,0.024001465738365813,0.03125,-0.008859060402684471,0.025633881303984474,0.017903285345145736,0.019898082989565635,0.010101010101010166,0.007404360345536709,0.07836045810729364,0.029136139035610853,-0.0008752735229760056,0.0641547861507128,0.015452538631346657,0.00092994420334791,0.022573949143746663,0.030373831775700744,0.02487562189054726,0.01134020618556697,0.03451019393336652,0.03057738298599255,0.015587529976019088,0.027548448770313705,0.023245417970496174,0.007755545214828574,0.048648076990869704,0.010198456449834525,0.017898383371824478,0.007914193481203924,-0.00038353362311427386,0.11776090516599669,0.006185567010309256,0.027480204937121666,0.01612082131342274,0.0217821782178218,-0.008853118712273789,0.017517704062616657,-0.0033178500331785266,-0.008505467800729027,0.009740795773485189,0.007105819089686882,0.002321770008194557,-0.02049967969250477,0.016156462585033893,0.0006932409012132545,0.021469609918355115,0.000704721634954053
2014-01-15,0.01773423451354872,-0.002430724355858005,-0.021192528735632155,0.006569847856154887,0.0010735373054213682,0.010732323232323315,0.004062838569880878,-0.007606628633523571,0.001631912964642046,0.02007723420999663,0.006666666666666599,0.011569348033210858,-0.006707657909446718,0.030298013245033006,-0.0029201343261788804,0.027272727272727337,-0.009683794466403217,-0.08764323319913281,0.03628520680030456,-0.007684555303602902,0.0003131850923896451,0.006710839279646663,0.03451259373197457,0.008453505718547971,0.006847697756788618,0.005243572395128515,-0.009465559924275557,-0.007541942434969862,-0.0025212626483342993,0.0030013642564801213,0.017016449234259934,0.0035127595826014435,0.007801509144391927,-0.04272109749600417,-0.0025614754098360892,0.028785131459655666,0.007682030728122902,0.026162790697674465,0.007917174177831887,0.000366300366300365,-0.011651131824234273,-0.0008169934640522847,0.01602354480052326,0.01849733028222733,0.015260934732252318,0.017876607804665268,-0.006276150627614996,0.03030827848978168,0.009769094138543544,0.0029577464788732577
2014-01-16,0.04167428258088113,-0.012183235867446407,0.005504587155963359,-0.016832703538302907,-0.018766756032171705,0.0031230480949404615,0.015106555165902424,0.10347659457979752,-0.0787472845763939,-0.005579876560930175,-0.04865002547121744,-0.008073196986006392,-0.010129431626336505,-0.0017676361883336433,-0.0023429491872896113,0.0023288309268747476,0.007782877669127997,-0.0057705363204345606,0.004040156709108622,0.028310270407515548,-0.012836568566061413,0.004387815374230053,-0.014310937645200306,-0.002958579881656931,0.0014071294559099279,0.006730607437321234,-0.007938841517200701,0.0026364764267989838,-0.009166891345376182,0.003536452665941381,-0.01673173452314558,-0.009986615875630545,0.01802030456852788,0.010400361751713216,0.011299435028248705,0.013439083498568039,0.0026516407026846434,0.04249291784702547,-0.017321248741188344,-0.007872574148663491,0.005725833614011355,0.00040883074407194187,-0.0022529771483746908,0.035386631716906924,0.002818413635753414,-0.018847718997643925,-0.002105263157894721,-0.008404773911581787,-0.0035180299032541162,-0.0018255862940597112
